"NETEC";"NE";"Technik";;;
"NETEC01000";"NETEC";"Technik";"bkl 50.? and bkl 51.? bkl 52.? and bkl 53.? and bkl 55.? and bkl 56.? and bkl 57.? and bkl 58.?";;"page=887"
